"","sex","age","race","education","PID","PID7","partisan","ascent_D","ascent_R","therm_D","therm_R","meta_prejudice","meta_dehum","political_threats","political_harassment","political_violence","toxic","experiment","version","target_party","condition"
"655","Female","51+","White","Bachelor's Degree","Democrat",2,1,80,59,49,64," Somewhat agree"," Agree",3,2,4,9,"DTG","Graph","Democrat","Treatment"
"656","Female","26-30","White,Hispanic or Latino/a","Bachelor's Degree","Independent",4,0,100,100,33,10," Strongly agree"," Somewhat disagree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"657","Male","31-35","Asian or Asian American","Bachelor's Degree","Republican",6,1,55,82,51,50,"Neither agree nor disagree ","Neither agree nor disagree ",3,3,4,10,"RTG","Graph","Republican","Treatment"
"658","Female","36-40","Hispanic or Latino/a","Some college credit, no degree","Independent",4,0,100,100,20,80," Disagree"," Strongly disagree",1,1,1,3,"DTV","Vignette","Democrat","Treatment"
"659","Male","26-30","White","Bachelor's Degree","Democrat",2,1,86,78,76,88," Disagree"," Strongly disagree",3,2,4,9,"DCV","Vignette","Democrat","Control"
"660","Male","26-30","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,90,65,80,55," Agree"," Somewhat agree",1,1,1,3,"DCI","Image","Democrat","Control"
"661","Male","26-30","Asian or Asian American","Bachelor's Degree","Democrat",2,1,88,72,78,88," Agree"," Strongly agree",3,4,4,11,"DTV","Vignette","Democrat","Treatment"
"662","Male","31-35","White","Bachelor's Degree","Strong Democrat",1,1,79,73,89,93," Somewhat disagree"," Neither agree nor disagree",4,4,4,12,"DCV","Vignette","Democrat","Control"
"663","Male","26-30","White","Master's Degree","Strong Democrat",1,1,90,76,62,49," Agree"," Somewhat agree",2,3,3,8,"DTV","Vignette","Democrat","Treatment"
"664","Male","31-35","Asian or Asian American","Master's Degree","Independent",4,0,93,90,100,100," Somewhat agree"," Somewhat agree",2,3,3,8,"DCV","Vignette","Democrat","Control"
"665","Male","26-30","Asian or Asian American","Master's Degree","Strong Democrat",1,1,93,100,94,91," Agree"," Strongly agree",3,4,4,11,"DCG","Graph","Democrat","Control"
"666","Female","26-30","Asian or Asian American","Master's Degree","Strong Republican",7,1,22,93,44,96,"Strongly agree ","Strongly agree ",1,1,1,3,"RTG","Graph","Republican","Treatment"
"667","Male","31-35","White","Bachelor's Degree","Strong Democrat",1,1,87,31,70,88," Neither agree nor disagree"," Somewhat agree",4,3,4,11,"DTI","Image","Democrat","Treatment"
"668","Male","26-30","Asian or Asian American","Master's Degree","Democrat",2,1,87,93,89,95," Disagree"," Neither agree nor disagree",3,4,4,11,"DCI","Image","Democrat","Control"
"669","Male","31-35","White","Bachelor's Degree","Strong Democrat",1,1,91,77,78,87," Strongly disagree"," Somewhat agree",4,3,4,11,"DTI","Image","Democrat","Treatment"
"670","Male","18-25","White","Bachelor's Degree","Democrat",2,1,81,11,71,18," Agree"," Agree",2,3,2,7,"DCV","Vignette","Democrat","Control"
"671","Male","26-30","Asian or Asian American","Bachelor's Degree","Democrat",2,1,86,74,78,89," Agree"," Strongly agree",3,4,4,11,"DTG","Graph","Democrat","Treatment"
"672","Female","31-35","Asian or Asian American","Master's Degree","Independent",4,0,86,52,50,78," Agree"," Agree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"673","Male","31-35","White","Bachelor's Degree","Democrat",2,1,97,53,47,24," Somewhat agree"," Somewhat agree",1,1,1,3,"DCI","Image","Democrat","Control"
"674","Male","26-30","White,American Indian or Alaska Native","Master's Degree","Strong Democrat",1,1,94,60,77,64," Somewhat disagree"," Somewhat agree",1,2,3,6,"DCI","Image","Democrat","Control"
"675","Male","18-25","Asian or Asian American","Associate Degree","Independent",4,0,49,47,48,46,"Neither agree nor disagree ","Neither agree nor disagree ",2,2,2,6,"RCG","Graph","Republican","Control"
"676","Female","26-30","Asian or Asian American","Master's Degree","Democrat",2,1,88,94,92,89," Strongly disagree"," Neither agree nor disagree",3,2,4,9,"DTI","Image","Democrat","Treatment"
"677","Male","51+","Asian or Asian American","Master's Degree","Lean Republican",5,1,100,100,10,75,"Agree ","Somewhat agree ",1,1,1,3,"RCV","Vignette","Republican","Control"
"678","Female","31-35","Black or African American","Associate Degree","Strong Democrat",1,1,15,18,16,19," Strongly agree"," Strongly agree",2,2,2,6,"DCI","Image","Democrat","Control"
"679","Female","26-30","Asian or Asian American","Bachelor's Degree","Independent",4,0,40,35,40,45," Somewhat agree"," Neither agree nor disagree",2,2,3,7,"DTG","Graph","Democrat","Treatment"
"680","Male","31-35","Asian or Asian American","Bachelor's Degree","Independent",4,0,90,85,80,60,"Agree ","Somewhat disagree ",1,1,1,3,"RTI","Image","Republican","Treatment"
"681","Male","31-35","White","Bachelor's Degree","Lean Democrat",3,1,100,90,90,85," Somewhat agree"," Somewhat agree",1,1,1,3,"DCG","Graph","Democrat","Control"
"682","Male","46-50","White","High school graduate, diploma or the equivalent","Independent",4,0,79,71,53,30,"Neither agree nor disagree ","Neither agree nor disagree ",1,1,1,3,"RCG","Graph","Republican","Control"
"683","Male","26-30","Asian or Asian American","Bachelor's Degree","Republican",6,1,48,100,72,97,"Agree ","Neither agree nor disagree ",2,3,3,8,"RTV","Vignette","Republican","Treatment"
"684","Male","51+","White","Bachelor's Degree","Strong Democrat",1,1,94,16,84,5," Somewhat agree"," Neither agree nor disagree",2,2,2,6,"DCG","Graph","Democrat","Control"
"685","Male","26-30","Asian or Asian American","Bachelor's Degree","Democrat",2,1,49,8,62,28," Agree"," Somewhat agree",3,2,4,9,"DCI","Image","Democrat","Control"
"686","Female","51+","White","Master's Degree","Lean Republican",5,1,52,83,20,70,"Strongly agree ","Strongly agree ",1,1,1,3,"RTG","Graph","Republican","Treatment"
"687","Male","26-30","Asian or Asian American","Master's Degree","Democrat",2,1,100,80,97,71," Somewhat disagree"," Disagree",1,1,1,3,"DTV","Vignette","Democrat","Treatment"
"688","Male","31-35","Asian or Asian American","Bachelor's Degree","Strong Democrat",1,1,100,0,100,0," Strongly agree"," Strongly agree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"689","Female","26-30","White","Master's Degree","Republican",6,1,26,75,15,75,"Strongly agree ","Strongly agree ",1,1,1,3,"RTG","Graph","Republican","Treatment"
"690","Male","26-30","White","Bachelor's Degree","Democrat",2,1,93,73,59,86," Somewhat agree"," Somewhat agree",3,3,3,9,"DTV","Vignette","Democrat","Treatment"
"691","Female","41-45","White","Master's Degree","Strong Democrat",1,1,100,1,100,1," Strongly agree"," Agree",4,3,NA,NA,"DTV","Vignette","Democrat","Treatment"
"692","Female","31-35","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,83,47,83,47," Agree"," Agree",1,1,1,3,"DCI","Image","Democrat","Control"
"693","Male","41-45","Asian or Asian American","Master's Degree","Democrat",2,1,99,86,100,47," Strongly agree"," Strongly disagree",4,3,1,8,"DCV","Vignette","Democrat","Control"
"694","Female","26-30","Black or African American","Bachelor's Degree","Democrat",2,1,93,91,100,69," Agree"," Somewhat agree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"695","Male","51+","White","High school graduate, diploma or the equivalent","Independent",4,0,84,83,50,50," Neither agree nor disagree"," Neither agree nor disagree",1,1,1,3,"DCG","Graph","Democrat","Control"
"696","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,95,75,74,66," Neither agree nor disagree"," Neither agree nor disagree",3,3,4,10,"DCI","Image","Democrat","Control"
"697","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,95,75,75,63," Neither agree nor disagree"," Neither agree nor disagree",3,2,3,8,"DCV","Vignette","Democrat","Control"
"698","Female","36-40","White","Bachelor's Degree","Independent",4,0,100,100,78,67," Somewhat agree"," Somewhat agree",2,3,3,8,"DTG","Graph","Democrat","Treatment"
"699","Male","51+","White","Bachelor's Degree","Democrat",2,1,80,52,80,60," Somewhat agree"," Somewhat agree",3,3,3,9,"DCI","Image","Democrat","Control"
"700","Male","46-50","White","Associate Degree","Independent",4,0,76,26,60,10," Strongly agree"," Somewhat agree",1,1,1,3,"DCG","Graph","Democrat","Control"
"701","Male","18-25","Asian or Asian American","Bachelor's Degree","Independent",4,0,86,94,85,96," Strongly agree"," Agree",1,2,1,4,"DCG","Graph","Democrat","Control"
"702","Female","18-25","Asian or Asian American","Bachelor's Degree","Democrat",2,1,38,21,46,36," Agree"," Somewhat disagree",3,3,3,9,"DTI","Image","Democrat","Treatment"
"703","Male","31-35","Asian or Asian American","Master's Degree","Democrat",2,1,100,26,65,1," Agree"," Agree",2,2,1,5,"DTV","Vignette","Democrat","Treatment"
"704","Male","26-30","White","Bachelor's Degree","Republican",6,1,54,100,91,95,"Agree ","Agree ",4,4,NA,NA,"RTG","Graph","Republican","Treatment"
"705","Male","46-50","White","Some college credit, no degree","Lean Republican",5,1,86,89,74,86,"Agree ","Somewhat agree ",1,1,1,3,"RCG","Graph","Republican","Control"
"706","Male","26-30","Asian or Asian American","Bachelor's Degree","Independent",4,0,44,41,50,55," Somewhat agree"," Neither agree nor disagree",2,2,3,7,"DCV","Vignette","Democrat","Control"
"707","Female","18-25","White,Black or African American","Some college credit, no degree","Independent",4,0,96,88,63,46,"Somewhat agree ","Somewhat agree ",1,1,1,3,"RTI","Image","Republican","Treatment"
"708","Female","18-25","Asian or Asian American","Bachelor's Degree","Independent",4,0,42,83,40,69," Neither agree nor disagree"," Agree",3,2,3,8,"DTG","Graph","Democrat","Treatment"
"709","Male","26-30","American Indian or Alaska Native","Bachelor's Degree","Democrat",2,1,95,82,95,85," Somewhat agree"," Somewhat agree",1,1,1,3,"DTV","Vignette","Democrat","Treatment"
"710","Male","18-25","Asian or Asian American","Bachelor's Degree","Democrat",2,1,100,88,70,19," Agree"," Somewhat agree",1,1,1,3,"DTV","Vignette","Democrat","Treatment"
"711","Male","36-40","White","Bachelor's Degree","Lean Republican",5,1,100,100,14,52,"Agree ","Somewhat disagree ",2,1,2,5,"RCG","Graph","Republican","Control"
"712","Female","26-30","White","Bachelor's Degree","Independent",4,0,90,85,85,80,"Agree ","Neither agree nor disagree ",3,2,3,8,"RCG","Graph","Republican","Control"
"713","Male","31-35","White","Master's Degree","Lean Democrat",3,1,100,84,84,65," Strongly agree"," Somewhat disagree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"714","Male","26-30","Asian or Asian American","","Independent",4,0,78,83,88,82," Somewhat agree"," Somewhat agree",3,4,4,11,"DTV","Vignette","Democrat","Treatment"
"715","Male","51+","Asian or Asian American","Master's Degree","Lean Democrat",3,1,78,68,75,65," Agree"," Somewhat agree",1,1,2,4,"DTG","Graph","Democrat","Treatment"
"716","Male","31-35","Black or African American","High school graduate, diploma or the equivalent","Independent",4,0,100,100,100,100,"Neither agree nor disagree ","Neither agree nor disagree ",1,1,1,3,"RTI","Image","Republican","Treatment"
"717","Male","51+","White","Master's Degree","Strong Democrat",1,1,75,25,66,0," Agree"," Strongly disagree",1,1,1,3,"DTI","Image","Democrat","Treatment"
"718","Male","26-30","Asian or Asian American","Bachelor's Degree","Independent",4,0,82,78,57,43,"Agree ","Disagree ",1,1,1,3,"RCV","Vignette","Republican","Control"
"719","Male","51+","White","Bachelor's Degree","Strong Democrat",1,1,80,24,81,20," Agree"," Agree",1,2,1,4,"DCV","Vignette","Democrat","Control"
"720","Male","18-25","Asian or Asian American","Bachelor's Degree","Strong Republican",7,1,50,100,55,100,"Somewhat agree ","Agree ",3,4,4,11,"RCV","Vignette","Republican","Control"
"721","Male","26-30","Asian or Asian American","Master's Degree","Independent",4,0,52,60,59,72,"Somewhat disagree ","Neither agree nor disagree ",1,1,1,3,"RTI","Image","Republican","Treatment"
"722","Male","46-50","White","Master's Degree","Strong Democrat",1,1,100,0,100,0," Strongly agree"," Agree",1,1,1,3,"DTG","Graph","Democrat","Treatment"
"723","Female","26-30","Asian or Asian American","Bachelor's Degree","Democrat",2,1,85,90,89,87," Strongly agree"," Agree",2,2,1,5,"DTG","Graph","Democrat","Treatment"
"724","Female","31-35","White","Associate Degree","Lean Republican",5,1,50,73,17,70,"Somewhat agree ","Somewhat disagree ",1,1,1,3,"RCV","Vignette","Republican","Control"
"725","Female","51+","White","Associate Degree","Strong Democrat",1,1,95,75,97,10," Strongly agree"," Somewhat agree",1,1,1,3,"DCI","Image","Democrat","Control"
"726","Male","31-35","Asian or Asian American","Bachelor's Degree","Democrat",2,1,88,72,86,72," Somewhat agree"," Somewhat agree",1,1,1,3,"DTV","Vignette","Democrat","Treatment"
"727","Male","46-50","White","Bachelor's Degree","Lean Republican",5,1,100,100,25,30,"Somewhat disagree ","Somewhat disagree ",1,1,1,3,"RCV","Vignette","Republican","Control"
"728","Male","36-40","Asian or Asian American","Bachelor's Degree","Strong Democrat",1,1,93,89,80,88," Somewhat agree"," Somewhat agree",2,2,2,6,"DTV","Vignette","Democrat","Treatment"
"729","Male","26-30","White","High school graduate, diploma or the equivalent","Lean Republican",5,1,100,100,50,50,"Strongly agree ","Disagree ",1,1,3,5,"RTI","Image","Republican","Treatment"
"730","Male","36-40","White","Bachelor's Degree","Lean Republican",5,1,100,100,45,55,"Somewhat agree ","Disagree ",1,1,1,3,"RCI","Image","Republican","Control"
"731","Male","26-30","White","Master's Degree","Democrat",2,1,74,46,66,43," Somewhat disagree"," Somewhat agree",2,3,3,8,"DCI","Image","Democrat","Control"
"732","Female","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,15,20,0,0,"Strongly agree ","Strongly agree ",1,1,1,3,"RTI","Image","Republican","Treatment"
"733","Female","26-30","Asian or Asian American","Associate Degree","Democrat",2,1,69,78,59,61," Agree"," Agree",2,2,3,7,"DTG","Graph","Democrat","Treatment"
"734","Female","18-25","White","Bachelor's Degree","Republican",6,1,25,65,45,70,"Agree ","Somewhat disagree ",2,3,2,7,"RCI","Image","Republican","Control"
"735","Male","26-30","White","Some college credit, no degree","Lean Democrat",3,1,65,10,50,5," Strongly agree"," Agree",2,2,3,7,"DCV","Vignette","Democrat","Control"
"736","Male","41-45","White","Bachelor's Degree","Democrat",2,1,94,33,97,84," Agree"," Agree",2,3,NA,NA,"DCV","Vignette","Democrat","Control"
"737","Male","36-40","Asian or Asian American","Master's Degree","Independent",4,0,80,85,50,50," Strongly disagree"," Strongly disagree",1,1,1,3,"DTG","Graph","Democrat","Treatment"
"738","Female","31-35","Asian or Asian American","Bachelor's Degree","Strong Democrat",1,1,64,34,48,41," Agree"," Agree",1,1,1,3,"DTG","Graph","Democrat","Treatment"
"739","Female","51+","White","Master's Degree","Democrat",2,1,98,77,100,57," Neither agree nor disagree"," Neither agree nor disagree",3,2,3,8,"DCV","Vignette","Democrat","Control"
"740","Male","36-40","White","Some college credit, no degree","Republican",6,1,100,100,5,55,"Strongly agree ","Somewhat agree ",2,2,1,5,"RCV","Vignette","Republican","Control"
"741","Male","41-45","Asian or Asian American","Bachelor's Degree","Democrat",2,1,75,35,70,40," Agree"," Disagree",4,3,1,8,"DTG","Graph","Democrat","Treatment"
"742","Male","26-30","Asian or Asian American","Bachelor's Degree","Democrat",2,1,80,49,40,70," Agree"," Somewhat agree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"743","Female","31-35","Other","Bachelor's Degree","Democrat",2,1,79,72,71,83," Somewhat agree"," Agree",3,3,3,9,"DCV","Vignette","Democrat","Control"
"744","Male","31-35","White","High school graduate, diploma or the equivalent","Strong Democrat",1,1,80,50,81,51," Strongly agree"," Neither agree nor disagree",1,1,1,3,"DCI","Image","Democrat","Control"
"745","Male","26-30","Asian or Asian American","Bachelor's Degree","Independent",4,0,67,48,50,49," Somewhat agree"," Somewhat agree",1,3,1,5,"DTI","Image","Democrat","Treatment"
"746","Male","26-30","American Indian or Alaska Native,Asian or Asian American","High school graduate, diploma or the equivalent","Strong Republican",7,1,39,100,91,49,"Agree ","Strongly agree ",3,3,NA,NA,"RCG","Graph","Republican","Control"
"747","Male","18-25","White","Bachelor's Degree","Strong Republican",7,1,3,100,4,100,"Strongly agree ","Disagree ",1,1,3,5,"RCG","Graph","Republican","Control"
"748","Female","51+","Hispanic or Latino/a,American Indian or Alaska Native","Bachelor's Degree","Lean Democrat",3,1,90,10,70,1," Agree"," Neither agree nor disagree",1,1,1,3,"DCI","Image","Democrat","Control"
"749","Male","51+","Other","Bachelor's Degree","Strong Democrat",1,1,100,98,81,86," Somewhat agree"," Somewhat agree",3,3,4,10,"DCI","Image","Democrat","Control"
"750","Male","31-35","White","Bachelor's Degree","Democrat",2,1,48,33,41,21," Somewhat agree"," Somewhat agree",2,3,2,7,"DTG","Graph","Democrat","Treatment"
"751","Male","41-45","Black or African American","Some college credit, no degree","Democrat",2,1,75,7,75,15," Agree"," Somewhat agree",2,2,3,7,"DTI","Image","Democrat","Treatment"
"752","Female","36-40","White","Master's Degree","Strong Democrat",1,1,95,78,94,97," Strongly agree"," Strongly agree",2,2,3,7,"DCI","Image","Democrat","Control"
"753","Male","41-45","White","Master's Degree","Lean Democrat",3,1,71,54,55,71," Somewhat agree"," Strongly agree",2,2,3,7,"DTG","Graph","Democrat","Treatment"
"754","Male","36-40","White","Master's Degree","Strong Democrat",1,1,76,100,90,100," Agree"," Strongly agree",4,2,NA,NA,"DTV","Vignette","Democrat","Treatment"
"755","Male","46-50","White","Bachelor's Degree","Strong Democrat",1,1,100,100,86,97," Somewhat agree"," Neither agree nor disagree",4,3,3,10,"DTI","Image","Democrat","Treatment"
"756","Male","18-25","White","Master's Degree","Democrat",2,1,93,94,58,56," Neither agree nor disagree"," Somewhat disagree",2,2,3,7,"DCV","Vignette","Democrat","Control"
"757","Male","51+","White","Bachelor's Degree","Lean Democrat",3,1,29,47,45,49," Agree"," Strongly agree",2,2,3,7,"DCV","Vignette","Democrat","Control"
"758","Male","18-25","White","Master's Degree","Democrat",2,1,91,96,94,84," Neither agree nor disagree"," Somewhat disagree",2,2,3,7,"DCV","Vignette","Democrat","Control"
"759","Male","18-25","White","Bachelor's Degree","Independent",4,0,57,65,15,30,"Strongly agree ","Somewhat agree ",1,1,1,3,"RTV","Vignette","Republican","Treatment"
"760","Male","31-35","White","Bachelor's Degree","Democrat",2,1,84,48,42,49," Somewhat agree"," Agree",2,2,2,6,"DTG","Graph","Democrat","Treatment"
"761","Male","31-35","Black or African American","Master's Degree","Republican",6,1,73,61,56,68,"Agree ","Agree ",3,3,4,10,"RTG","Graph","Republican","Treatment"
"762","Male","36-40","White","Bachelor's Degree","Republican",6,1,25,69,0,50,"Strongly agree ","Strongly agree ",1,1,1,3,"RCV","Vignette","Republican","Control"
"763","Female","18-25","White","Associate Degree","Strong Democrat",1,1,100,100,60,30," Somewhat agree"," Neither agree nor disagree",1,1,1,3,"DTG","Graph","Democrat","Treatment"
"764","Male","36-40","Other","Master's Degree","Lean Republican",5,1,63,74,61,76,"Neither agree nor disagree ","Somewhat disagree ",1,1,1,3,"RCG","Graph","Republican","Control"
"765","Male","31-35","Other","Bachelor's Degree","Republican",6,1,65,88,75,88,"Disagree ","Agree ",4,3,3,10,"RTV","Vignette","Republican","Treatment"
"766","Male","31-35","White","Some college credit, no degree","Independent",4,0,100,100,25,25,"Strongly agree ","Somewhat disagree ",1,1,1,3,"RCI","Image","Republican","Control"
"767","Female","51+","White","Associate Degree","Democrat",2,1,97,65,80,18," Strongly agree"," Somewhat agree",1,1,1,3,"DCG","Graph","Democrat","Control"
"768","Male","31-35","White","Master's Degree","Strong Democrat",1,1,91,74,89,78," Somewhat agree"," Agree",4,3,2,9,"DCV","Vignette","Democrat","Control"
"769","Male","26-30","White,Hispanic or Latino/a","Bachelor's Degree","Democrat",2,1,100,100,100,91," Disagree"," Disagree",1,1,1,3,"DCG","Graph","Democrat","Control"
"770","Female","51+","White","Bachelor's Degree","Lean Democrat",3,1,46,41,54,45," Agree"," Agree",2,3,2,7,"DTG","Graph","Democrat","Treatment"
"771","Male","26-30","White","Master's Degree","Strong Democrat",1,1,95,48,95,59," Somewhat disagree"," Somewhat disagree",1,1,1,3,"DCI","Image","Democrat","Control"
"772","Female","26-30","White","Bachelor's Degree","Democrat",2,1,100,74,81,61," Agree"," Somewhat agree",2,2,3,7,"DCI","Image","Democrat","Control"
