StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Informed Consent,Sex,Age,Race,Education,PID,Q40_1,Q40_3,Q37_1,Q37_3,Q36,Q35,Q56,Q57,Q58,Q42_1,Q42_3,Q50_1,Q50_3,Q51,Q52,Q32,Q33,Q34,Q41,Q42,Q43,Q47,Q48,Q49,Q46,Q45,Q44,SurveyID,FL_36_DO,FL_37_DO,FL_40_DO,FL_53_DO,FL_38_DO,FL_41_DO,FL_67_DO,FL_39_DO,FL_42_DO,FL_81_DO,FL_17_DO,FL_28_DO,FL_29_DO,FL_30_DO,FL_18_DO,FL_20_DO,FL_21_DO,FL_22_DO
4/11/2021 19:26,4/11/2021 19:29,IP Address,103.224.33.88,100,175,TRUE,4/11/2021 19:29,R_1d030watlJ2qVof,,,,,11.01019287,76.97009277,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Independent,,,,,,,1 (never),2,3,76,68,70,87,Agree,Neither agree nor disagree,Somewhat satisfied,Neither agree nor disagree,Above average,,,,,,,,,,837542,FL_37,FL_40,DTI,,,,,,,,,,,,,,,
4/11/2021 19:27,4/11/2021 19:29,IP Address,186.218.115.214,100,125,TRUE,4/11/2021 19:29,R_2CwtCVTgPNxLni9,,,,,-8.179199219,-36.02789307,anonymous,EN,Start the survey,Female,18-25,Hispanic or Latino/a,Bachelor's Degree,Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),15,43,67,2,Agree,Somewhat agree,,,,,,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,,,,104122,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:27,4/11/2021 19:29,IP Address,108.18.96.52,100,119,TRUE,4/11/2021 19:29,R_Zz9WpbWDwSpJD7X,,,,,38.7492981,-77.4917984,anonymous,EN,Start the survey,Female,36-40,White,Associate Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),85,88,37,5,Somewhat agree,Neither agree nor disagree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,324192,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:27,4/11/2021 19:29,IP Address,71.147.54.93,100,104,TRUE,4/11/2021 19:29,R_10YsWZIIiEDvnpb,,,,,25.98429871,-80.21489716,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),58,100,100,38,Somewhat agree,Agree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,608199,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 19:27,4/11/2021 19:29,IP Address,87.4.203.191,100,110,TRUE,4/11/2021 19:29,R_3m3jIBk4OxQ1Yr0,,,,,45.09140015,7.663894653,anonymous,EN,Start the survey,Male,31-35,White,"Some college credit, no degree",Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,70,20,Strongly agree,Somewhat agree,,,,,,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,,,983372,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:25,4/11/2021 19:29,IP Address,185.240.244.246,100,207,TRUE,4/11/2021 19:29,R_2uZOchnUtlFQM4s,,,,,40.71490479,-73.98930359,anonymous,EN,Start the survey,Male,31-35,White,Bachelor's Degree,Independent,,,,,,,1 (never),1 (never),1 (not at all),100,100,35,51,Agree,Somewhat agree,,,,,,,,,,,,,524965,FL_39,,,,,,,FL_81,,DTG,,,,,,,,
4/11/2021 19:26,4/11/2021 19:29,IP Address,73.1.145.98,100,188,TRUE,4/11/2021 19:29,R_23fVOamU3aw6V33,,,,,26.59910583,-80.12840271,anonymous,EN,Start the survey,Male,51+,White,Associate Degree,Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,85,2,Agree,Neither agree nor disagree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,121043,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:28,4/11/2021 19:29,IP Address,54.91.129.147,100,46,TRUE,4/11/2021 19:29,R_2E75uQERZc1W0xw,,,,,39.0480957,-77.47280121,anonymous,EN,Start the survey,Male,26-30,White,Master's Degree,Independent,54,81,54,75,Somewhat disagree,Somewhat agree,3,2,3,,,,,,,,,,,,,,,,,,,286349,FL_39,,,,,,,FL_42,RTG,,,,,,,,,
4/11/2021 19:27,4/11/2021 19:29,IP Address,182.65.75.61,100,125,TRUE,4/11/2021 19:29,R_DqVz9VAOgE6x08F,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,26-30,Asian or Asian American,Bachelor's Degree,Republican,87,100,100,86,Somewhat agree,Strongly agree,2,3,4,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,375335,,,,,,,,,,,,,,,FL_21,,RTV,
4/11/2021 19:27,4/11/2021 19:29,IP Address,172.91.46.105,100,121,TRUE,4/11/2021 19:29,R_bkOh0JFke6RXNqF,,,,,34.41329956,-118.0917053,anonymous,EN,Start the survey,Male,36-40,White,Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),78,99,84,17,Agree,Agree,,,,,,,,,,,,,705396,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:28,4/11/2021 19:29,IP Address,157.46.112.169,100,86,TRUE,4/11/2021 19:29,R_3nAcPr4ZVK2ZO6X,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,2,2,3,74,96,71,72,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,771475,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 19:27,4/11/2021 19:29,IP Address,136.185.81.124,100,141,TRUE,4/11/2021 19:29,R_3Pz4pDN3gqVLZYc,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Republican,74,92,72,89,Somewhat agree,Agree,2,1 (never),2,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,Somewhat agree,545750,,,,,,,,,,,,,,,FL_21,,RCV,
4/11/2021 19:26,4/11/2021 19:29,IP Address,182.65.75.59,100,179,TRUE,4/11/2021 19:29,R_TnML0oB1tRwnZS1,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Independent,55,62,61,45,Neither agree nor disagree,Somewhat disagree,3,3,3,,,,,,,,,,,,,,,,,,,545489,FL_39,,,,,,,FL_42,FL_186,,,,,,,,,
4/11/2021 19:26,4/11/2021 19:29,IP Address,72.79.144.41,100,194,TRUE,4/11/2021 19:29,R_3CKma4ZuD12S9XN,,,,,41.31970215,-75.85410309,anonymous,EN,Start the survey,Male,31-35,White,"Some college credit, no degree",Independent,,,,,,,1 (never),1 (never),1 (not at all),100,100,50,50,Agree,Strongly disagree,,,,,,,Strongly disagree,Somewhat agree,Somewhat agree,,,,686493,FL_38,,,,FL_41,DCV,,,,,,,,,,,,
4/11/2021 19:27,4/11/2021 19:29,IP Address,136.185.81.124,100,153,TRUE,4/11/2021 19:29,R_2TNMT0J9FDbmGFM,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Strong Republican,80,96,88,67,Agree,Strongly agree,3,4 (always),3,,,,,,,,,,Somewhat satisfied,Strongly agree,Average,,,,,,,509379,,,,,,,,,,,,,,,FL_20,RCI,,
4/11/2021 19:28,4/11/2021 19:29,IP Address,162.193.23.43,100,91,TRUE,4/11/2021 19:29,R_2zT7QpVzrqDKzxB,,,,,29.70089722,-95.58850098,anonymous,EN,Start the survey,Male,26-30,White,Bachelor's Degree,Democrat,,,,,,,2,2,2,2,24,30,10,Agree,Agree,,,,,,,,,,,,,385311,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:27,4/11/2021 19:29,IP Address,192.55.250.155,100,177,TRUE,4/11/2021 19:29,R_3EHnoCMxgHibtsf,,,,,27.50239563,-80.33640289,anonymous,EN,Start the survey,Male,51+,White,Bachelor's Degree,Lean Republican,26,74,76,10,Strongly agree,Strongly agree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Neither agree nor disagree,674337,,,,,,,,,,,,,,,FL_21,,RCV,
4/11/2021 19:27,4/11/2021 19:30,IP Address,117.241.215.81,100,155,TRUE,4/11/2021 19:30,R_ykd9aKVfVq3rBND,,,,,8.179000854,77.43231201,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Republican,73,90,81,93,Agree,Agree,2,2,3,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,383833,,,,,,,,,,,,,,,FL_21,,RTV,
4/11/2021 19:26,4/11/2021 19:30,IP Address,117.213.32.69,100,202,TRUE,4/11/2021 19:30,R_UsSWU4f9RBzhbuV,,,,,8.179000854,77.43231201,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Republican,59,81,68,86,Somewhat agree,Agree,3,4 (always),4,,,,,,,,,,,,,,,,,,,741295,,,,,,,,,,,,,,,FL_22,,,FL_177
4/11/2021 19:27,4/11/2021 19:30,IP Address,104.180.12.247,100,176,TRUE,4/11/2021 19:30,R_RE4RI24pAIaEPhD,,,,,33.70700073,-117.9519043,anonymous,EN,Start the survey,Male,31-35,Hispanic or Latino/a,Associate Degree,Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,60,0,Strongly agree,Neither agree nor disagree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,752961,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 19:27,4/11/2021 19:30,IP Address,71.93.31.136,100,194,TRUE,4/11/2021 19:30,R_3LgK4RpUjB9O6UV,,,,,46.45219421,-120.4304047,anonymous,EN,Start the survey,Female,51+,White,"High school graduate, diploma or the equivalent",Independent,100,100,36,55,Somewhat agree,Disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Strongly agree,954065,FL_38,,,,FL_67,,RCV,,,,,,,,,,,
4/11/2021 19:27,4/11/2021 19:30,IP Address,157.51.187.65,100,189,TRUE,4/11/2021 19:30,R_3fJ0xCpLjJu36wJ,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,26-30,Asian or Asian American,Bachelor's Degree,Independent,59,83,55,76,Agree,Disagree,2,3,3,,,,,,,,,,Somewhat satisfied,Somewhat disagree,Average,,,,,,,610886,FL_37,FL_53,,RTI,,,,,,,,,,,,,,
4/11/2021 19:26,4/11/2021 19:30,IP Address,157.49.252.125,100,257,TRUE,4/11/2021 19:30,R_3iV8Q7vNhfmqqRX,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Republican,48,30,86,56,Strongly agree,Somewhat agree,1 (never),4 (always),3,,,,,,,,,,,,,,,,Somewhat agree,Strongly disagree,Somewhat agree,422556,,,,,,,,,,,,,,,FL_21,,RTV,
4/11/2021 19:27,4/11/2021 19:30,IP Address,80.211.162.132,100,193,TRUE,4/11/2021 19:30,R_325WXEfPnkhHo20,,,,,43.46310425,11.8782959,anonymous,EN,Start the survey,Female,18-25,White,Bachelor's Degree,Democrat,,,,,,,2,3,2,44,63,60,46,Somewhat agree,Agree,Somewhat satisfied,Somewhat agree,Above average,,,,,,,,,,336730,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 19:27,4/11/2021 19:30,IP Address,177.192.13.241,100,213,TRUE,4/11/2021 19:30,R_2czOFWb35MxcxDn,,,,,-22.92010498,-43.33070374,anonymous,EN,Start the survey,Female,31-35,White,Master's Degree,Independent,51,72,54,71,Agree,Somewhat agree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,163360,FL_38,,,,FL_67,,RTV,,,,,,,,,,,
4/11/2021 19:26,4/11/2021 19:30,IP Address,67.40.10.241,100,241,TRUE,4/11/2021 19:30,R_27HbLOTwJX3EjlO,,,,,48.54449463,-123.0953979,anonymous,EN,Start the survey,Female,51+,White,Master's Degree,Independent,,,,,,,1 (never),1 (never),1 (not at all),98,98,51,55,Somewhat disagree,Disagree,,,,,,,,,,,,,190730,FL_39,,,,,,,FL_81,,DTG,,,,,,,,
4/11/2021 19:28,4/11/2021 19:30,IP Address,122.178.206.83,100,125,TRUE,4/11/2021 19:30,R_3hbyFzNyCBH9ILH,,,,,11.01019287,76.97009277,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Strong Democrat,,,,,,,2,3,2,66,79,81,73,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,288075,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 19:27,4/11/2021 19:30,IP Address,157.51.81.250,100,186,TRUE,4/11/2021 19:30,R_3nMHWkENPW5dPA9,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,26-30,Asian or Asian American,Master's Degree,Independent,,,,,,,3,2,3,78,87,57,67,Somewhat agree,Agree,Somewhat dissatisfied,Somewhat disagree,Average,,,,,,,,,,840404,FL_37,FL_40,DCI,,,,,,,,,,,,,,,
4/11/2021 19:27,4/11/2021 19:30,IP Address,184.151.230.1,100,184,TRUE,4/11/2021 19:30,R_1JRBlIertR4LNH4,,,,,49.16670227,-122.9667053,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Independent,35,2,1,20,Strongly agree,Strongly agree,2,2,2,,,,,,,,,,,,,,,,,,,855538,FL_39,,,,,,,FL_42,RTG,,,,,,,,,
4/11/2021 19:29,4/11/2021 19:30,IP Address,74.68.78.214,100,90,TRUE,4/11/2021 19:30,R_3rNSK7DAf7PkfNB,,,,,40.62950134,-74.09380341,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Doctorate Degree,Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),50,99,76,14,Strongly agree,Agree,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,,,,107314,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:29,4/11/2021 19:30,IP Address,68.105.70.212,100,69,TRUE,4/11/2021 19:30,R_2uJqxZqrFH1Zg4g,,,,,32.60650635,-117.0579987,anonymous,EN,Start the survey,Male,26-30,Hispanic or Latino/a,Bachelor's Degree,Lean Democrat,,,,,,,2,2,3,94,95,64,40,Strongly agree,Strongly agree,,,,,,,,,,,,,438251,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:26,4/11/2021 19:30,IP Address,74.108.24.13,100,256,TRUE,4/11/2021 19:30,R_3k7aTF3MDIHAOeL,,,,,41.04699707,-73.62239838,anonymous,EN,Start the survey,Male,26-30,White,Bachelor's Degree,Democrat,,,,,,,3,3,4,5,90,70,31,Agree,Agree,Somewhat dissatisfied,Somewhat disagree,Below average,,,,,,,,,,185249,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 19:30,4/11/2021 19:31,IP Address,117.213.37.21,100,54,TRUE,4/11/2021 19:31,R_2TpEIsYWUEKNzzn,,,,,8.179000854,77.43231201,anonymous,EN,Start the survey,Female,18-25,Asian or Asian American,Bachelor's Degree,Republican,90,94,84,94,Agree,Agree,2,2,3,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,191216,,,,,,,,,,,,,,,FL_21,,RTV,
4/11/2021 19:30,4/11/2021 19:31,IP Address,122.178.207.191,100,63,TRUE,4/11/2021 19:31,R_29sitV1VXvLzWYE,,,,,12.96339417,77.58551025,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Republican,73,84,88,89,Agree,Agree,2,3,3,,,,,,,,,,Extremely satisfied,Somewhat agree,Above average,,,,,,,510940,,,,,,,,,,,,,,,FL_20,RTI,,
4/11/2021 19:27,4/11/2021 19:31,IP Address,157.51.53.45,100,240,TRUE,4/11/2021 19:31,R_2QDtJ0aDCPEu7hb,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Strong Democrat,,,,,,,4 (always),4 (always),5 (a great deal),53,54,86,52,Strongly agree,Strongly disagree,,,,,,,Strongly agree,Strongly agree,Strongly agree,,,,519775,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:30,4/11/2021 19:31,IP Address,65.60.211.108,100,64,TRUE,4/11/2021 19:31,R_3Gv7dbMUv2SFnWi,,,,,40.04710388,-82.97090149,anonymous,EN,Start the survey,Female,36-40,White,Bachelor's Degree,Lean Democrat,,,,,,,2,2,4,100,100,68,56,Somewhat disagree,Somewhat disagree,,,,,,,,,,,,,475126,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:29,4/11/2021 19:31,IP Address,172.9.162.236,100,117,TRUE,4/11/2021 19:31,R_10MIyDGhsJ35hHp,,,,,38.56619263,-121.5525055,anonymous,EN,Start the survey,Male,51+,Other,Master's Degree,Republican,90,95,81,5,Strongly agree,Strongly agree,1 (never),1 (never),1 (not at all),,,,,,,,,,Extremely dissatisfied,Strongly disagree,Average,,,,,,,136556,,,,,,,,,,,,,,,FL_20,RTI,,
4/11/2021 19:28,4/11/2021 19:31,IP Address,192.158.235.120,100,177,TRUE,4/11/2021 19:31,R_2V1HRQbZkAYYNfL,,,,,32.81370544,-96.87039948,anonymous,EN,Start the survey,Female,51+,White,Associate Degree,Lean Democrat,,,,,,,3,3,4,45,75,77,50,Somewhat agree,Agree,Somewhat dissatisfied,Somewhat disagree,Below average,,,,,,,,,,756810,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:30,4/11/2021 19:31,IP Address,71.14.80.164,100,76,TRUE,4/11/2021 19:31,R_3GcRKsnRXkJluLu,,,,,38.57530212,-90.26509857,anonymous,EN,Start the survey,Female,31-35,White,"Some college credit, no degree",Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),95,100,84,0,Strongly agree,Agree,,,,,,,,,,,,,159718,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:30,4/11/2021 19:32,IP Address,98.231.105.240,100,98,TRUE,4/11/2021 19:32,R_2TvIBdA7gZ8bnE6,,,,,29.82369995,-81.32409668,anonymous,EN,Start the survey,Male,31-35,White,"Some college credit, no degree",Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),73,100,100,10,Strongly agree,Agree,,,,,,,Somewhat disagree,Somewhat agree,Somewhat agree,,,,908983,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:31,4/11/2021 19:32,IP Address,103.154.35.49,100,55,TRUE,4/11/2021 19:32,R_2AElsXTA1moORHX,,,,,11.10670471,77.35449219,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Lean Republican,58,82,55,83,Somewhat disagree,Disagree,2,3,4,,,,,,,,,,,,,,,,,,,141767,,,,,,,,,,,,,,,FL_22,,,FL_177
4/11/2021 19:29,4/11/2021 19:32,IP Address,71.238.41.185,100,140,TRUE,4/11/2021 19:32,R_6rNgSvZVOaF1nfH,,,,,45.37159729,-122.7655945,anonymous,EN,Start the survey,Male,31-35,White,"High school graduate, diploma or the equivalent",Democrat,,,,,,,1 (never),1 (never),1 (not at all),74,100,100,11,Strongly agree,Strongly agree,,,,,,,,,,,,,223032,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:27,4/11/2021 19:32,IP Address,49.37.211.125,100,279,TRUE,4/11/2021 19:32,R_1Nevj7tual85z8A,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Master's Degree,Democrat,,,,,,,2,3,2,55,77,49,70,Agree,Somewhat agree,Somewhat satisfied,Strongly agree,Average,,,,,,,,,,614416,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:29,4/11/2021 19:32,IP Address,98.212.214.93,100,154,TRUE,4/11/2021 19:32,R_2CQHRNTKKB8XHbI,,,,,42.01280212,-88.09670258,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Master's Degree,Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),5,74,64,10,Somewhat agree,Agree,Somewhat dissatisfied,Somewhat disagree,One of the worst,,,,,,,,,,978430,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 19:25,4/11/2021 19:32,IP Address,117.201.3.72,100,379,TRUE,4/11/2021 19:32,R_r0aXeWWAYEMVnk5,,,,,8.179000854,77.43231201,anonymous,EN,Start the survey,Male,41-45,Asian or Asian American,Bachelor's Degree,Independent,,,,,,,1 (never),2,1 (not at all),60,70,65,35,Strongly agree,Strongly agree,,,,,,,Strongly agree,Somewhat disagree,Neither agree nor disagree,,,,359183,FL_38,,,,FL_41,DCV,,,,,,,,,,,,
4/11/2021 19:30,4/11/2021 19:32,IP Address,75.111.234.26,100,102,TRUE,4/11/2021 19:32,R_2QmmyKtan3zd9Fy,,,,,33.51339722,-101.8817978,anonymous,EN,Start the survey,Male,36-40,"Hispanic or Latino/a,Black or African American,American Indian or Alaska Native","Some college credit, no degree",Independent,1,1,0,0,Neither agree nor disagree,Neither agree nor disagree,2,2,2,,,,,,,,,,,,,,,,,,,349600,FL_39,,,,,,,FL_42,FL_186,,,,,,,,,
4/11/2021 19:30,4/11/2021 19:32,IP Address,201.82.185.196,100,130,TRUE,4/11/2021 19:32,R_3et9JPgBHU7nk1w,,,,,-22.89700317,-47.04440308,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Independent,,,,,,,1 (never),1 (never),1 (not at all),95,95,20,20,Somewhat agree,Somewhat agree,,,,,,,,,,,,,145639,FL_39,,,,,,,FL_81,,DTG,,,,,,,,
4/11/2021 19:28,4/11/2021 19:32,IP Address,177.138.225.36,100,200,TRUE,4/11/2021 19:32,R_UiR44T9EpSptD2N,,,,,-23.63760376,-46.62950134,anonymous,EN,Start the survey,Male,31-35,White,Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),5,95,92,8,Agree,Agree,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,,,,802333,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:29,4/11/2021 19:32,IP Address,45.56.150.154,100,170,TRUE,4/11/2021 19:32,R_zfcVKC5CQ1jFi1z,,,,,34.05439758,-118.2440033,anonymous,EN,Start the survey,Female,46-50,White,Bachelor's Degree,Democrat,,,,,,,2,2,1 (not at all),14,100,81,13,Agree,Somewhat agree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,574538,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:31,4/11/2021 19:32,IP Address,136.185.89.22,100,59,TRUE,4/11/2021 19:32,R_3HnzFgfwpmQoxo0,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Master's Degree,Independent,,,,,,,4 (always),4 (always),3,76,99,78,98,Agree,Agree,,,,,,,,,,,,,103665,FL_39,,,,,,,FL_81,,DTG,,,,,,,,
4/11/2021 19:30,4/11/2021 19:32,IP Address,59.99.222.160,100,92,TRUE,4/11/2021 19:32,R_1OuCQwKXaScINvQ,,,,,8.179000854,77.43231201,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Republican,62,78,89,70,Somewhat agree,Agree,3,4 (always),4,,,,,,,,,,Somewhat satisfied,Strongly agree,Above average,,,,,,,459398,,,,,,,,,,,,,,,FL_20,RTI,,
4/11/2021 19:31,4/11/2021 19:33,IP Address,50.89.166.214,100,71,TRUE,4/11/2021 19:33,R_3h0wzPVdzY64T18,,,,,28.20620728,-80.68740082,anonymous,EN,Start the survey,Male,36-40,White,Bachelor's Degree,Independent,,,,,,,1 (never),1 (never),1 (not at all),100,100,40,40,Somewhat disagree,Somewhat disagree,,,,,,,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,482589,FL_38,,,,FL_41,DCV,,,,,,,,,,,,
4/11/2021 19:29,4/11/2021 19:33,IP Address,182.65.75.190,100,196,TRUE,4/11/2021 19:33,R_2qC3uPEerie16oZ,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),2,45,48,51,49,Somewhat disagree,Somewhat disagree,Neither satisfied nor dissatisfied,Neither agree nor disagree,Above average,,,,,,,,,,391922,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 19:31,4/11/2021 19:33,IP Address,4.59.197.248,100,104,TRUE,4/11/2021 19:33,R_2xKS3lU1WXZdy6m,,,,,34.73460388,-92.27300262,anonymous,EN,Start the survey,Male,31-35,White,Bachelor's Degree,Independent,82,83,56,30,Agree,Neither agree nor disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,557857,FL_38,,,,FL_67,,RTV,,,,,,,,,,,
4/11/2021 19:31,4/11/2021 19:33,IP Address,223.178.104.84,100,119,TRUE,4/11/2021 19:33,R_21BxtrE6ZcWxr6k,,,,,9.940597534,76.26528931,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,2,2,2,63,73,71,65,Somewhat agree,Neither agree nor disagree,,,,,,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,,,244269,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 19:31,4/11/2021 19:33,IP Address,122.174.127.108,100,82,TRUE,4/11/2021 19:33,R_3qgq9dKIxHsxxwB,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Independent,40,27,41,30,Agree,Agree,2,2,2,,,,,,,,,,Somewhat satisfied,Somewhat agree,Average,,,,,,,222260,FL_37,FL_53,,RTI,,,,,,,,,,,,,,
